"","X","Y","OBJECTID","waterCompanyName","siteNameEA","siteNameWASC","permitReferenceEA","permitReferenceWaSC","activityReference","assetType","treatmentType","outletDischargeNGRoriginal","outletDischargeNGRmappedRT","walesAssetNGR","wfdWaterbodyID","wfdWaterbodyName","recievingWaterName","shellfishWater","bathingWater","totalDurationAllSpillsHrs","countedSpills","longTermAverageSpillCount","investigationTrigger","investigationTriggerFlag","edmCommissionDate","edmCommissionYear","edmNumberofYearsOperational","noFullYearsEDMData","edmOperationPercent","edmOperationReason","edmOperationAction","highSpillOperationalReview","highSpillAction","highSpillEnhancement","riversTrustErrorFlag","riversTrustComments","Eastings","Northings","Latitude","Longitude","country","localAuthority","constituencyWestminster","cabaCatchment","eaWaterMgmtArea","eaPublicFaceArea","riverBasinDistrict","sourceDB"
"8384",183353.2184,61530.9202999994,8384,"South West Water","GUSTI VEOR COMBINED SEWER OVERFLOW","GUSTI VEOR_CSO_NEWQUAY","301321",NA,"A1","SO on sewer network","Not Applicable","SW8335061530","","","","","UNNAMED DITCH,TRENANCE LAKE(S)","","CRANTOCK BEACH",24.53,48,22.71428571,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,183350,61530,50.41359006,-5.05077961,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8385",174853.4497,40391.0841000006,8385,"South West Water","GWENNAP WASTEWATER TREATMENT WORKS","GWENNAP STW_SO_LANNER ST DAY","NRA-SW-5475",NA,"A2","Inlet SO at WwTW","Not Applicable","SW7485040390","","","GB108048001150","Hicks Mill Stream","HICKS MILL STREAM","","",50.78,26,22,50,FALSE,"Commissioned in 2020 - full year data expected",2020,2,"2 (installed 2020)",100,"","","","","",NA,NA,174850,40390,50.22056507,-5.157616712,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8386",174853.4497,40391.0841000006,8386,"South West Water","GWENNAP WASTEWATER TREATMENT WORKS","GWENNAP STW_SSO_LANNER ST DAY","NRA-SW-5475",NA,"A3","Storm tank at WwTW","Not Applicable","SW7485040390","","","GB108048001150","Hicks Mill Stream","HICKS MILL STREAM","","",1835.06,111,109.5,50,FALSE,"Commissioned in 2020 - full year data expected",2020,2,"2 (installed 2020)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - WINEP/Green Recovery",NA,NA,174850,40390,50.22056507,-5.157616712,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8387",194873.1537,53131.2103000004,8387,"South West Water","GWINDRA ROAD CSO","GWINDRA_CSO_ST STEPHEN","301882",NA,"A1","SO on sewer network","Not Applicable","SW9487053130","","","GB108048001350","Gwindra Stream","LAPPA VALLEY (S)","","",0,0,0,NA,FALSE,"Nov-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,194870,53130,50.3422802,-4.884273737,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8388",250152.0999,54781.5556000005,8388,"South West Water","GWYN ROAD COMBINED SEWER OVERFLOW","GWYN ROAD_CSO_PLYMOUTH","301733",301733,"A1","SO on sewer network","Not Applicable","SX5015054780","","","","","RIVER PLYM (ESTUARINE)","","",0,0,0.8,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",47,"Sensor failure / issue","Resolved - Oct","","","",NA,NA,250150,54780,50.373782,-4.108680954,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8392",246442.1287,57841.4430999998,8392,"South West Water","HAM WOODS HAM LANE CSO","HAM WOODS HAM LANE_CSO_PLYMOUTH","301727",301727,"A1","SO on sewer network","Not Applicable","SX4644057840","","","","","HAM BROOK","","",0,0,4,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,246440,57840,50.40032419,-4.162066132,"England","Plymouth","Plymouth, Moor View","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8393",225542.6391,52121.5031000003,8393,"South West Water","HANNAFORE PUMPING STATION","HANNAFORE SPS_PSCSOEO_LOOE","300970",300970,"A1","Storm discharge at pumping station","Not Applicable","SX2554052120","","","","","LOOE BAY","","EAST LOOE BEACH",128.66,62,69,40,TRUE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - non-WINEP/Green Recovery",NA,NA,225540,52120,50.34309515,-4.453222782,"England","Cornwall","South East Cornwall","","","","","EA"
"8398",193382.9499,75240.8326999992,8398,"South West Water","HARBOUR LIGHTS CSO","HARBOUR LIGHTS_CSO_PORTHILLY","301863",NA,"A1","SO on sewer network","Not Applicable","SW9338075240","","","","","RIVER CAMEL (S)","","ROCK BEACH",0,0,0,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,193380,75240,50.54033977,-4.917378849,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8399",207622.9853,53361.3890000004,8399,"South West Water","PAR NO2 PUMPING STATION","HARBOUR ROAD NO2 SPS_PSCSOEO_PAR","031750/PC/01",31750,"A1","Storm discharge at pumping station","Not Applicable","SX0762053360","","","","","RIVER PAR","St.Austell Bay","PAR SANDS",8.73,5,9.142857143,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,207620,53360,50.34865112,-4.705420429,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8401",162723.7888,25391.0881999992,8401,"South West Water","PORTHLEVEN HARBOUR ATTENUATION","HARBOUR SPS_PSCSOEO_PORTHLEVEN","033473/PC/01",NA,"A1","Storm discharge at pumping station","Not Applicable","SW6272025390","","","","","MOUNTS BAY","","PORTHLEVEN SANDS",10.12,13,10.57142857,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,162720,25390,50.08114653,-5.318022577,"England","Cornwall","St Ives","","","","","EA"
"8402",243632.1584,68441.2301000003,8402,"South West Water","HAREWOOD ROAD CSO","HAREWOOD RD_CSO_CALSTOCK","301833",301833,"A1","SO on sewer network","Not Applicable","SX4363068440","","","","","RIVER TAMAR (ESTUARINE)","","",709.9,157,161,40,FALSE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,243630,68440,50.49483902,-4.206001224,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8403",249052.0781,57351.4537000004,8403,"South West Water","45 CRAVEN AVENUE CSO","HARLECH CLOSE_CSO_PLYMOUTH","301771",301711,"A1","SO on sewer network","Not Applicable","SX4905057350","","","","","RIVER PLYM VIA SWS (ESTUARINE)","","PLYMOUTH HOE (EAST)",3.46,12,11.25,40,FALSE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",100,"","","","","",NA,NA,249050,57350,50.39659717,-4.12517142,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8404",240292.2482,69731.2017000001,8404,"South West Water","WWTW HARROWBARRO","HARROW BARROW STW_SO_CALLINGTON","NRA-SW-0227",NA,"A2","Inlet SO at WwTW","Not Applicable","SX4029069730","","","GB108047004070","Cotehele Stream","(S)UNNAMED TRIB RIVER TAMAR","","",226.81,41,46,40,TRUE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",67,"Sensor failure / issue","Resolved - Oct","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - non-WINEP/Green Recovery",NA,NA,240290,69730,50.50552935,-4.253605067,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8411",238342.3226,61351.3604000006,8411,"South West Water","HATT WASTEWATER TREATMENT WORKS","HATT STW_SSO_HATT","NRA-SW-0007",NA,"A2","Storm tank at WwTW","Not Applicable","SX3834061350","","","","","RIVER LYNHER","","",283.51,22,54.5,40,FALSE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - non-WINEP/Green Recovery",NA,NA,238340,61350,50.42969174,-4.27745899,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8414",235012.365,69891.1844999995,8414,"South West Water","HAYE ROAD COMBINED SEWER OVERFLOW","HAYE ROAD_CSO_CALLINGTON","303530",303530,"A1","SO on sewer network","Not Applicable","SX3501069890","","","GB108047007670","Lower River Lynher","HAYE VALLEY STREAM","","",218.15,68,66.66666667,40,TRUE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",91,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - WINEP/Green Recovery",NA,NA,235010,69890,50.50550227,-4.328070556,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8416",247882.0763,61391.375,8416,"South West Water","HAYESEND FARM CSO","HAYES END FARM_CSO_PLYMOUTH","302930",302930,"A1","SO on sewer network","Not Applicable","SX4788061390","","","","","TRIBUTARY OF TAMERTON STREAM()","Tamar","",86.41,16,7,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,247880,61390,50.43260223,-4.143259148,"England","Plymouth","Plymouth, Moor View","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8417",155933.6467,43260.7927000001,8417,"South West Water","HAYLE SEWAGE TREATMENT WORKS","HAYLE STW_SSO_HAYLE","NRA-SW-0782",NA,"A2","Storm tank at WwTW","Not Applicable","SW5593043260","","","","","ATLANTIC (C)","","PORTH KIDNEY SANDS",584.14,62,47.42857143,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",42,"Sensor failure / issue","Resolved - Aug","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,155930,43260,50.23882529,-5.424211021,"England","Cornwall","Camborne and Redruth","","","","","EA"
"8419",250162.0997,54781.5558000002,8419,"South West Water","HEATHFIELD ROAD CSO","HEATHFIELD RD_CSO_PLYMOUTH","301728",301728,"A1","SO on sewer network","Not Applicable","SX5016054780","","","","","RIVER PLYM (ESTUARINE)","","",15.02,6,1.666666667,40,TRUE,"Commissioned in 2016 - full year data expected",2016,6,"6 (installed 2016)",100,"","","","","",NA,NA,250160,54780,50.37378455,-4.108540426,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8423",218912.379,106390.483200001,8423,"South West Water","HELEBRIDGE WWTW","HELEBRIDGE STW_SO_BUDE","301299",301299,"A2","Inlet SO at WwTW","Not Applicable","SS1891006390","","","","","BUDE BAY (ATLANTIC OCEAN)","","",359.73,97,95.33333333,40,TRUE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",96,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - non-WINEP/Green Recovery",NA,NA,218910,106390,50.82864901,-4.57275512,"England","Cornwall","North Cornwall","","","","","EA"
"8424",218912.379,106390.483200001,8424,"South West Water","HELEBRIDGE WWTW","HELEBRIDGE STW_SSO_BUDE","301299",301299,"A3","Storm tank at WwTW","Not Applicable","SS1891006390","","","","","BUDE BAY (ATLANTIC OCEAN)","","",12.66,9,17.33333333,40,TRUE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",86,"Sensor failure / issue","Resolved - Aug","","","",NA,NA,218910,106390,50.82864901,-4.57275512,"England","Cornwall","North Cornwall","","","","","EA"
"8425",169443.9041,12441.3193999995,8425,"South West Water","HELLARCHER PUMPING STATION","HELLARCHER SPS_PSCSOEO_THE LIZARD","301599",301599,"A1","Storm discharge at pumping station","Not Applicable","SW6944012440","","","","","ENGLISH CHANNEL (COASTAL)","","",112.05,51,61.25,40,TRUE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - non-WINEP/Green Recovery",NA,NA,169440,12440,49.96750679,-5.216467436,"England","Cornwall","St Ives","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8426",165543.7268,27361.0928000007,8426,"South West Water","HELSTON MARKET PUMPING STATION","HELSTON MARKET SPST_PSCSOEO_HELSTON","302105",302105,"A1","Storm discharge at pumping station","Not Applicable","SW6554027360","","","GB108048001172","Lower River Cober","RIVER COBER","","",0,0,14,40,FALSE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",100,"","","","","",NA,NA,165540,27360,50.09995422,-5.279882124,"England","Cornwall","St Ives","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8427",165303.7376,26831.0973000005,8427,"South West Water","HELSTON WWTW","HELSTON STW_SSO_HELSTON","302822",302822,"A2","Storm tank at WwTW","Not Applicable","SW6530026830","","","GB108048001172","Lower River Cober","RIVER COBER","","",0,0,22.6,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",100,"","","","","",NA,NA,165300,26830,50.09510063,-5.282906722,"England","Cornwall","St Ives","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8430",182033.4092,45031.0953000002,8430,"South West Water","HENDRA ROAD CSO","HENDRA RD_CSO_TRURO","302678",302678,"A1","SO on sewer network","Not Applicable","SW8203045030","","","GB108048002340","Kenwyn","RIVER KENWYN(S)","Fal Estuary","",2.06,24,20.85714286,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",94,"","","","","",NA,NA,182030,45030,50.26492528,-5.059787618,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8434",180833.4013,33021.2717000004,8434,"South West Water","CSO IN HIGH STREET","HIGH ST_CSO_FALMOUTH","303014",303014,"A1","SO on sewer network","Not Applicable","SW8083033020","","","","","PENRYN RIVER(E)","Fal Estuary","",0,0,0,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,180830,33020,50.15662507,-5.069665623,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8451",242002.2424,59581.4213999994,8451,"South West Water","HOMER PARK CSO","HOMER PARK_CSO_SALTASH","302586",302586,"A1","SO on sewer network","Not Applicable","SX4200059580","","","","","TRIBUTARY OF SALTMILL CREEK(S)","Tamar","",0,0,1,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,242000,59580,50.4147829,-4.225223711,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8453",247042.1109,57951.4310999997,8453,"South West Water","HONICKNOWLE LANE CSO","HONICKNOWLE LANE_CSO_PLYMOUTH","301712",301712,"A1","SO on sewer network","Not Applicable","SX4704057950","","","","","HAM BROOK","","PLYMOUTH HOE (EAST)",151.95,42,65.2,40,TRUE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",88,"Comms failure / issue","Resolved - Mar","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - WINEP/Green Recovery",NA,NA,247040,57950,50.40146931,-4.153674825,"England","Plymouth","Plymouth, Moor View","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8456",249812.1167,52611.5460999999,8456,"South West Water","HOOE LAKE PUMPING STATION","HOOE LAKE SPST_PSCSOEO_PLYMSTOCK","032894/PC/01",32894,"A1","Storm discharge at pumping station","Not Applicable","SX4981052610","","","","","HOOE LAKE, PLYM ESTUARY","","PLYMOUTH HOE (EAST & WEST)",3.08,2,5.285714286,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,249810,52610,50.35419323,-4.112592498,"England","Plymouth","South West Devon","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8457",249812.1167,52611.5460999999,8457,"South West Water","HOOE ROAD CSO","HOOE ROAD_CSO_PLYMOUTH","301811",301811,"A1","SO on sewer network","Not Applicable","SX4981052610","","","","","HOOE LAKE VIA SWS (ESTUARINE)","","PLYMOUTH HOE (EAST)",4.5,14,17.2,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",100,"","","","","",NA,NA,249810,52610,50.35419323,-4.112592498,"England","Plymouth","South West Devon","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8468",193723.0953,58701.0744000003,8468,"South West Water","INDIAN QUEENS PSCSO/EO","INDIAN QUEENS SPS_PSCSOEO_INDIAN QUEENS","301620",NA,"A1","Storm discharge at pumping station","Not Applicable","SW9372058700","","","GB108048001390","Upper River Fal","RIVER FAL (S)","","",0,0,0,NA,FALSE,"Oct-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,193720,58700,50.39190632,-4.90346782,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8479",220242.3733,95820.6623,8479,"South West Water","JACOBSTOW STW","JACOBSTOW STW_SO_JACOBSTOW","302127",NA,"A2","Inlet SO at WwTW","Not Applicable","SX2024095820","","","GB108049007240","Jacob Stream","TRIB OF RIVER NEED (S)","","",8.53,1,1,NA,FALSE,"Sep-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,220240,95820,50.73410654,-4.548718874,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8481",249982.1202,54011.5727999993,8481,"South West Water","JETTY PUMPING STATION","JETTY_PSCSOEO_PLYMOUTH","301984",301984,"A1","Storm discharge at pumping station","Not Applicable","SX4998054010","","","","","RIVER PLYM ESTUARY","","",7.01,4,3,50,FALSE,"Commissioned in 2020 - full year data expected",2020,2,"2 (installed 2020)",100,"","","","","",NA,NA,249980,54010,50.36681857,-4.110762733,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8484",191263.1429,58321.0462999996,8484,"South West Water","FRADDON JUNCTION CSO","JUNCTION A39 FRADDON_CSO_FRADDON","301843",NA,"A1","SO on sewer network","Not Applicable","SW9126058320","","","GB108049000230","Gannel (Upper)","RIVER GANNEL(S)","","",0,0,0,NA,FALSE,"Dec-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,191260,58320,50.38762486,-4.937817922,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
